"","text","favoriteCount","replyToSN","screenName","retweetCount","date.stamp","weekday"
"897"," Cheers to a great win! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"marcomeza_4","budlight",0,2017-09-24 20:07:04,"Sun"
"898"," Ayyyyyy. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"RsAii","budlight",1,2017-09-24 20:06:13,"Sun"
"899"," Let's finish strong! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"blairhouston","budlight",0,2017-09-24 20:05:58,"Sun"
"900"," This game is keeping us on the edge of our seats!",0,"L_C_J_13","budlight",0,2017-09-24 20:05:14,"Sun"
"901"," Dance moves <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>",1,"DatGirlChels_27","budlight",1,2017-09-24 20:03:58,"Sun"
"902"," Time to celebrate with an ice cold BL! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"RsAii","budlight",0,2017-09-24 20:03:15,"Sun"
"903"," There's still time. Grab a cold BL and get ready for the comeback! DillyDilly",1,"tscott75","budlight",0,2017-09-24 19:14:15,"Sun"
"904"," We're not mad about it. DillyDilly",18,"pheugel1","budlight",1,2017-09-24 19:12:22,"Sun"
"905"," Let's light it up today! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"BigBADBruins14","budlight",1,2017-09-24 19:06:54,"Sun"
"906"," Aww yeah! Light it up, Becca!",0,"BeccaIsAGinge","budlight",0,2017-09-24 19:04:54,"Sun"
"907"," We updated the app again this week. Please follow all troubleshooting steps found at ",0,"UpstateSasshole","budlight",0,2017-09-24 18:35:52,"Sun"
"908"," We recently updated the app again. Please follow all troubleshooting steps found on ",0,"grikka","budlight",0,2017-09-24 18:34:57,"Sun"
"909"," Dilly, Dilly!",1,"debbiethetexan","budlight",0,2017-09-24 18:33:35,"Sun"
"910"," Looks like we're in for the best day ever!",1,"rpwhalen","budlight",0,2017-09-24 18:32:54,"Sun"
"911"," Enjoy the game, Marlin!",1,"Halfpintspoint","budlight",0,2017-09-24 18:31:58,"Sun"
"912"," We're glad you love it, Alicia!",0,"ali4416","budlight",0,2017-09-24 18:31:37,"Sun"
"913"," You may need to update the app - check out  for more info.",0,"UpstateSasshole","budlight",0,2017-09-24 18:31:21,"Sun"
"914"," You may need to update the app - check out  for more info!",0,"corbs872","budlight",0,2017-09-24 18:31:08,"Sun"
"915"," Sounds like you may need to update the app! Check out  for more info.",0,"Stefernknee","budlight",0,2017-09-24 18:30:31,"Sun"
"916"," You may need to update the app - check out  for more info.",0,"sueb91","budlight",0,2017-09-24 18:26:51,"Sun"
"917"," Have you updated the app?",0,"allyyCO","budlight",0,2017-09-24 18:26:16,"Sun"
"918"," Hey Brian! It's time for an update on the glass check out  for more info.",0,"BrianJHughesEsq","budlight",0,2017-09-24 18:26:03,"Sun"
"919"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"BeccaIsAGinge","budlight",0,2017-09-24 18:22:43,"Sun"
"920"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"grikka","budlight",0,2017-09-24 18:22:15,"Sun"
"921"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"Bobfel2001","budlight",0,2017-09-24 18:22:05,"Sun"
"922"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"Shannon_Mowles","budlight",0,2017-09-24 18:21:51,"Sun"
"923"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"allyyCO","budlight",0,2017-09-24 18:21:38,"Sun"
"924"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"StacySoxPats","budlight",0,2017-09-24 18:21:25,"Sun"
"925"," Check out the FAQs here:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"bonotruth","budlight",0,2017-09-24 18:21:16,"Sun"
"926","Tailgating until further notice. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ",62,NA,"budlight",23,2017-09-24 16:00:03,"Sun"
"927"," <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",0,"blue_bandana_co","budlight",0,2017-09-23 22:35:31,"Sat"
"928"," You're doin' it right. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",2,"eeisenbaum","budlight",0,2017-09-23 22:35:06,"Sat"
"929"," What are we cheers-ing to?",0,"OmegaRed007","budlight",0,2017-09-23 21:40:35,"Sat"
"930"," Best day of the week. <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",0,"Jmorr24","budlight",0,2017-09-23 21:40:00,"Sat"
"931"," Round 2 tonight?",1,"mnmetcalfe_15","budlight",0,2017-09-23 21:39:36,"Sat"
"932"," Give your distributor a call! ",0,"blue_bandana_co","budlight",0,2017-09-23 21:37:49,"Sat"
"933"," You could be onto something, Nathan. <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>",0,"neverhitshomers","budlight",0,2017-09-23 21:37:31,"Sat"
"934"," Good call.",4,"MikeHagstrom","budlight",2,2017-09-23 21:37:01,"Sat"
"935"," <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",1,"MENACE","budlight",0,2017-09-23 21:35:44,"Sat"
"936"," Thanks for joining us, David! DillyDilly <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"davidigold","budlight",0,2017-09-23 21:33:51,"Sat"
"937","Homegating: it's like tailgating but way more comfortable. ",46,NA,"budlight",15,2017-09-23 16:00:06,"Sat"
"938","Two hand touch, you in? ",58,NA,"budlight",16,2017-09-22 22:30:02,"Fri"
"939"," You can't go wrong with a view like that. Cheers, Chelsea.",1,"ChelsDietrich","budlight",0,2017-09-22 17:20:21,"Fri"
"940"," Now you're ready for the season!",1,"PatsFanKenneth","budlight",0,2017-09-22 17:19:21,"Fri"
"941"," Drinks soon?",1,"meganmushovic","budlight",0,2017-09-22 16:37:24,"Fri"
"942"," We'll drink to that.",3,"brice_daniel722","budlight",1,2017-09-22 14:25:22,"Fri"
"943"," Looks like they're just getting started.",1,"MissJAG","budlight",0,2017-09-22 00:59:04,"Fri"
"944"," We'll cheers to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"PantherGirlJess","budlight",1,2017-09-22 00:49:26,"Fri"
"945"," That deserves a beer! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"1Sunnyone2","budlight",0,2017-09-22 00:46:40,"Fri"
"946"," We'll drink to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"MattHauer15B","budlight",0,2017-09-22 00:43:37,"Fri"
"947"," Game time! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> GoNiners",1,"WellsLamont","budlight",1,2017-09-22 00:22:21,"Fri"
"948"," We'll raise a cold one to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"49erHodge","budlight",0,2017-09-21 23:14:59,"Thurs"
"949"," We'll cheers to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"chrisbrett1980","budlight",0,2017-09-21 23:09:58,"Thurs"
"950"," Cheers! GoNiners",0,"No_Mulligans","budlight",0,2017-09-21 23:07:04,"Thurs"
"951"," It's time to call an audible. <ed><U+00A0><U+00BD><ed><U+00B4><U+0080> <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",5,"MerlinWall53","budlight",1,2017-09-21 23:01:57,"Thurs"
"952"," Grab a cold one and get ready for an epic game! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"No_Mulligans","budlight",0,2017-09-21 22:57:34,"Thurs"
"953"," Make sure you grab a cold one for the game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",2,"MerlinWall53","budlight",1,2017-09-21 22:55:14,"Thurs"
"954"," We'll drink to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"Sildaine","budlight",1,2017-09-21 22:21:05,"Thurs"
"955"," We're watching... waiting... <ed><U+00A0><U+00BD><ed><U+00B5><U+0094><ed><U+00A0><U+00BD><ed><U+00B1><U+0080>",2,"KyleMaassel","budlight",0,2017-09-21 19:54:23,"Thurs"
"956"," We're with you on that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"therealCJPurdy","budlight",0,2017-09-21 18:23:19,"Thurs"
"957"," We appreciate that, Jason. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"BobIsInMyHead","budlight",0,2017-09-21 18:21:33,"Thurs"
"958"," You're really ready for game day. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",0,"wordup_turtle","budlight",0,2017-09-21 18:15:41,"Thurs"
"959"," Give your distributor a call ( to find out where you can purchase it!",1,"eightfiftyguy","budlight",0,2017-09-21 18:14:46,"Thurs"
"960"," Use BUD5 to save $5 on your next Bud Light, courtesy of Drizly ",1,"S3LMANI","budlight",0,2017-09-21 18:13:22,"Thurs"
"961"," We gotchu. <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",0,"glenngustaferr1","budlight",0,2017-09-21 01:13:08,"Thurs"
"962"," It's a party, it's a party, it's a party, aye! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>",1,"S3LMANI","budlight",0,2017-09-21 01:12:47,"Thurs"
"963"," We have a 36-pack available nationwide that has every team can! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"LouisVuittonDom","budlight",0,2017-09-21 01:11:17,"Thurs"
"964"," Picture perfect paradise. <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",1,"Chr1s__Br0wn","budlight",1,2017-09-21 01:09:47,"Thurs"
"965","Here's to friends that barbecue &amp; selfie together. Hey  we hear you enjoy a good mug so we're sending t� ",86,NA,"budlight",20,2017-09-20 20:43:41,"Wed"
"966"," Sounds like you need to check out our NFL 36-pack!",0,"Shadofe67","budlight",0,2017-09-20 18:42:44,"Wed"
"967"," Not right now, but check out our NFL TouchdownGlass that connects to any team! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"jsvendsen17","budlight",0,2017-09-20 14:38:46,"Wed"
"968"," Be on the lookout for our NFL 36-pack with all of the teams!",0,"miamidee91","budlight",0,2017-09-20 13:57:15,"Wed"
"969"," Dilly, dilly!",0,"nevadastar","budlight",0,2017-09-20 13:42:52,"Wed"
"970"," It's�it's beautiful. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",1,"RossMidlane","budlight",0,2017-09-20 03:23:54,"Wed"
"971"," Any kind of fool could see.",1,"maaarisssaaaa","budlight",0,2017-09-20 03:23:21,"Wed"
"972"," You can grab our NFL 36 pack that includes all the teams!",0,"Nick___O","budlight",1,2017-09-20 02:29:25,"Wed"
"973"," We miss you. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",3,"maaarisssaaaa","budlight",0,2017-09-20 02:27:02,"Wed"
"974"," <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",0,"Brian_No_Dice","budlight",0,2017-09-19 20:19:32,"Tues"
"975"," Dilly, dilly!",1,"Ladebra_2011","budlight",0,2017-09-19 14:17:24,"Tues"
"976"," That's quite a line-up there. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",1,"wiwinesherpa","budlight",0,2017-09-19 02:17:16,"Tues"
"977"," Check out this link for help: ",0,"MikieJ34","budlight",0,2017-09-19 01:35:08,"Tues"
"978"," We're down with the future. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",0,"leetomo18","budlight",0,2017-09-19 01:32:37,"Tues"
"979"," We are. <ed><U+00A0><U+00BE><ed><U+00B4><U+00A4>",0,"krdews","budlight",0,2017-09-19 01:25:01,"Tues"
"980"," You the real MVP!",1,"lindsey_eve313","budlight",0,2017-09-19 00:57:27,"Tues"
"981"," TOUCHDOWN! <ed><U+00A0><U+00BD><ed><U+00B9><U+0086>",1,"brooke_copher","budlight",0,2017-09-19 00:56:16,"Tues"
"982"," That deserves a beer! Touchdown",2,"lindsey_eve313","budlight",1,2017-09-19 00:55:21,"Tues"
"983"," Those new uniforms deserve a cold one. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"brooke_copher","budlight",0,2017-09-19 00:52:43,"Tues"
"984"," It�s gonna be epic. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"BRappy55","budlight",0,2017-09-19 00:02:12,"Tues"
"985"," Looking good! OnePride",3,"chelseytweedale","budlight",0,2017-09-18 23:54:45,"Mon"
"986"," We'll drink to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"SteveB2534","budlight",0,2017-09-18 23:37:36,"Mon"
"987"," Grab a Bud Light and settle in. This should be a great game. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",0,"KathyLynn904","budlight",0,2017-09-18 23:35:59,"Mon"
"988"," Make sure to grab a cold one before kick-off. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"flacks","budlight",0,2017-09-18 23:33:12,"Mon"
"989"," It�s gonna be epic.",1,"GQJQ87","budlight",1,2017-09-18 23:23:00,"Mon"
"990"," It's calling your name: ""Keriiii..."" - <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"that_nerl","budlight",0,2017-09-18 22:54:04,"Mon"
"991"," Dilly, Dilly!",1,"andrw_martin","budlight",1,2017-09-18 22:16:31,"Mon"
"992"," Barley, rice, hops, and water. That's it!",0,"Drock2487","budlight",0,2017-09-18 17:45:47,"Mon"
"993","For those participating in the AMA, we are experiencing technical difficulties. We will be replying to your questions shortly! Thank you.",14,NA,"budlight",0,2017-09-18 17:44:03,"Mon"
"994","Head brewer of Bud Light, Dave Taylor�s  is live! Come through. ",17,NA,"budlight",5,2017-09-18 17:27:52,"Mon"
"995","Dave Taylor, Head Brewer of Bud Light, will be doing a  about America's favorite light lager at 1:30pm E� ",45,NA,"budlight",17,2017-09-18 17:07:29,"Mon"
"996"," Looks like you're ready for some MNF action!",0,"mwilson1320","budlight",0,2017-09-18 15:03:46,"Mon"
"997"," We don't think so.",1,"bcraaum","budlight",0,2017-09-18 15:03:11,"Mon"
"998"," They're available in North Carolina retail stores! <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"Jaydeeltee","budlight",0,2017-09-18 14:19:45,"Mon"
"999"," Pats glasses are currently available for pre-order! Check 'em out at ",0,"Kris__sToRm","budlight",0,2017-09-18 14:17:32,"Mon"
"1000"," Hope we were a part of it. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",1,"WhiteBoiSwasted","budlight",0,2017-09-18 03:19:50,"Mon"
"1001"," Killing it, guys. This weekend was FamousAmongFriends. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",1,"migs88","budlight",0,2017-09-18 03:18:58,"Mon"
"1002"," Everyday at the Meadows is a good day. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+00B6>",0,"tylerOeaster","budlight",0,2017-09-18 03:18:00,"Mon"
"1003"," Glad we could hang all weekend! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",1,"thatgrlaudrey","budlight",0,2017-09-18 03:17:14,"Mon"
"1004"," What a weekend! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",0,"catracha100pre","budlight",0,2017-09-18 03:16:19,"Mon"
"1005"," That deserves a cold one. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"alexmsimmons","budlight",0,2017-09-18 03:10:00,"Mon"
"1006"," Save this one for the comeback: <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"m4capo","budlight",0,2017-09-18 02:41:37,"Mon"
"1007"," That deserves a beer! Touchdown",11,"TheBlaxicanGuy","budlight",2,2017-09-18 02:30:11,"Mon"
"1008"," Cold BUUUUD LIIIGHT here! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"DaKountryBoi","budlight",1,2017-09-18 02:26:42,"Mon"
"1009"," We'll toast to a Broncos win! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"AdamEck_Mini","budlight",1,2017-09-18 02:26:02,"Mon"
"1010"," We make them for fans like you! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>",5,"ErinBloom1","budlight",1,2017-09-18 02:25:22,"Mon"
"1011"," Best commercials for the best fans.",1,"TheJakeCochrane","budlight",0,2017-09-18 02:24:50,"Mon"
"1012"," No bots here. Just ice-cold BLs. <ed><U+00A0><U+00BE><ed><U+00B4><U+0096><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"ohiopackerash","budlight",0,2017-09-18 02:12:42,"Mon"
"1013"," Here�s a cold one for the comeback. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"ohiopackerash","budlight",0,2017-09-18 02:04:14,"Mon"
"1014"," You the real MVP, man. <ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",0,"MattD2424","budlight",0,2017-09-18 01:50:25,"Mon"
"1015"," They�re looking good so far.",1,"MattD2424","budlight",0,2017-09-18 01:46:56,"Mon"
"1016"," Don't worry. It happens! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"cem713","budlight",1,2017-09-18 01:39:26,"Mon"
"1017"," Now that�s the spirit! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",6,"leqtepie","budlight",0,2017-09-18 01:35:01,"Mon"
"1018"," Grab a cold one, they're just getting started. RiseUP",2,"z_stewart7","budlight",1,2017-09-18 01:27:07,"Mon"
"1019"," Toooouchdown! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",2,"RilotheBold","budlight",1,2017-09-18 01:25:46,"Mon"
"1020"," Cheers to the offense being as strong as your selfie game. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"lismalin1231","budlight",0,2017-09-18 01:14:25,"Mon"
"1021"," That sack was <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>.",1,"MrRodgers12Guy","budlight",0,2017-09-18 01:08:35,"Mon"
"1022"," We�re getting fired up! Touchdown",1,"salrangel_","budlight",2,2017-09-18 01:05:30,"Mon"
"1023"," We�ll cheers to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"bezy_bby","budlight",1,2017-09-18 01:01:53,"Mon"
"1024"," We'll cheers to that! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"debbcake","budlight",1,2017-09-18 00:52:35,"Mon"
"1025"," That�s a touchdown worth celebrating.<ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"bezy_bby","budlight",1,2017-09-18 00:49:15,"Mon"
"1026"," We�ll cheers to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"JustJaren","budlight",0,2017-09-18 00:40:39,"Mon"
"1027"," We're sure she'll understand.",6,"reesescup222","budlight",2,2017-09-18 00:34:41,"Mon"
"1028"," Here's to making the right call. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"StorerKath","budlight",0,2017-09-18 00:32:19,"Mon"
"1029"," Make sure you grab a cold one for the game.",0,"dylant8894","budlight",0,2017-09-18 00:28:06,"Mon"
"1030"," Get ready for a comeback!",0,"uniqueangel_237","budlight",1,2017-09-18 00:05:45,"Mon"
"1031"," You're just in time for the comeback. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"Kendra6238","budlight",1,2017-09-18 00:02:29,"Mon"
"1032"," Grab a cold one and get ready for the comeback. <ed><U+00A0><U+00BC><ed><U+00BF><U+0088><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",2,"KitKatSMU","budlight",1,2017-09-17 23:58:36,"Sun"
"1033"," Here�s to a great win! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"kdehaven70","budlight",1,2017-09-17 23:55:53,"Sun"
"1034"," Now that's dedication! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"LilJen09","budlight",0,2017-09-17 23:52:04,"Sun"
"1035"," Here�s to an epic win. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"wynnejr","budlight",0,2017-09-17 23:47:39,"Sun"
"1036"," Here�s a cold one for the comeback. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",1,"JoeMichaud23","budlight",0,2017-09-17 23:44:14,"Sun"
"1037"," They�re looking good so far.",1,"JRJ_13","budlight",0,2017-09-17 23:42:50,"Sun"
"1038"," Now that�s the spirit. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",0,"NickCaroccia","budlight",1,2017-09-17 23:40:21,"Sun"
"1039"," After a touchdown, we always go for <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"afbaronp","budlight",0,2017-09-17 23:38:36,"Sun"
"1040"," The defense is on <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>",1,"DROwens89","budlight",1,2017-09-17 23:36:28,"Sun"
"1041"," We'll drink to that. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"DomenicVadala","budlight",0,2017-09-17 23:32:44,"Sun"
"1042"," Looking game ready! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",1,"DaIronWolfMan","budlight",0,2017-09-17 23:28:15,"Sun"
"1043"," This game is keeping us on the edge of our seats! WeAre12",1,"mikelinn25","budlight",0,2017-09-17 23:19:35,"Sun"
"1044"," We'll take one <ed><U+00A0><U+00BD><ed><U+00B9><U+008B>",1,"KerryKittles","budlight",0,2017-09-17 22:54:37,"Sun"
"1045","  If replacing the batteries didn't work, please give us a call at 1-855-283-7331. We're here M-F 11am-8pm CT. Thank you.",0,"Fins00","budlight",0,2017-09-17 22:53:07,"Sun"
"1046"," Try changing the batteries:  If you still have trouble give us a call: 1-855-283-7331 M-F 11am-8pm CT.",0,"BHolmes1112","budlight",0,2017-09-17 22:22:11,"Sun"
"1047"," You're doing it right, Jordan. <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> DallasCowboys",1,"ThisIsBobinski","budlight",0,2017-09-17 22:17:11,"Sun"
"1048"," Freshhhhh. <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",1,"DLtheGhost","budlight",1,2017-09-17 22:14:54,"Sun"
"1049"," Football Sunday spent right. <U+2714><U+FE0F>",1,"JenBurch15","budlight",0,2017-09-17 22:14:14,"Sun"
"1050"," You think? Sounds like it's time for a cold one. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F><ed><U+00A0><U+00BC><ed><U+00BD><U+00BA>",0,"prossecomama","budlight",0,2017-09-17 22:13:20,"Sun"
"1051"," You the real MVP, Yvette! <ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>",1,"MuyBuenoCooking","budlight",1,2017-09-17 22:12:50,"Sun"
"1052"," We'll never send you to the pit of misery. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",0,"mcunningham61","budlight",0,2017-09-17 22:07:09,"Sun"
"1053"," Really makes us thirsty for a Bud Light. <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",1,"emdinsmore3","budlight",1,2017-09-17 22:04:40,"Sun"
"1054"," We've also got some ice cold Buuuuud Light here: <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA> <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>",1,"kaasee_smithh38","budlight",1,2017-09-17 22:02:55,"Sun"
"1055"," Grab a cold one, they're just getting started. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BB> BroncosCountry",0,"PatriciaJ111","budlight",0,2017-09-17 22:01:59,"Sun"
"1056"," Let's get this win! <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> RaiderNation",0,"Black_MambaKB24","budlight",0,2017-09-17 22:00:29,"Sun"
"1057"," Hi, Kara. If you're still having trouble give us a call at 1-855-283-7331. We're here M-F 11am-8pm CT. Thank you!",0,"KShrugged","budlight",0,2017-09-17 21:58:52,"Sun"
"1058","  Here's all the info you need to know: ",1,"hardon94","budlight",0,2017-09-17 21:56:25,"Sun"
"1059"," You should grab another to celebrate the win! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA> KeepPounding",1,"geoflevine","budlight",0,2017-09-17 21:46:56,"Sun"
"1060"," Nice, Mike! Be sure to grab a cold one, it's gonna be a great game! <ed><U+00A0><U+00BC><ed><U+00BD><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+0088>",0,"mikefbco","budlight",0,2017-09-17 21:44:01,"Sun"
